ID,o2sn,emsn1,emsn2,emsn3,emsn4,emsn5,emsn6,emsn7,emsn8,emsn9,emsn10,z,EMLINE_data0,HIT_PAR2_data0,HIT_PAR3_data0,HIT_PAR4_data0,HIT_CHI2_data0,HIT_FWHM_data0,G_FAIL_data0,EMLINE_data1,HIT_PAR2_data1,HIT_PAR3_data1,HIT_PAR4_data1,HIT_CHI2_data1,HIT_FWHM_data1,G_FAIL_data1,EMLINE_data2,HIT_PAR2_data2,HIT_PAR3_data2,HIT_PAR4_data2,HIT_CHI2_data2,HIT_FWHM_data2,G_FAIL_data2,EMLINE_data3,HIT_PAR2_data3,HIT_PAR3_data3,HIT_PAR4_data3,HIT_CHI2_data3,HIT_FWHM_data3,G_FAIL_data3,EMLINE_data4,HIT_PAR2_data4,HIT_PAR3_data4,HIT_PAR4_data4,HIT_CHI2_data4,HIT_FWHM_data4,G_FAIL_data4,EMLINE_data5,HIT_PAR2_data5,HIT_PAR3_data5,HIT_PAR4_data5,HIT_CHI2_data5,HIT_FWHM_data5,G_FAIL_data5,EMLINE_data6,HIT_PAR2_data6,HIT_PAR3_data6,HIT_PAR4_data6,HIT_CHI2_data6,HIT_FWHM_data6,G_FAIL_data6,EMLINE_data7,HIT_PAR2_data7,HIT_PAR3_data7,HIT_PAR4_data7,HIT_CHI2_data7,HIT_FWHM_data7,G_FAIL_data7,EMLINE_data8,HIT_PAR2_data8,HIT_PAR3_data8,HIT_PAR4_data8,HIT_CHI2_data8,HIT_FWHM_data8,G_FAIL_data8,EMLINE_data9,HIT_PAR2_data9,HIT_PAR3_data9,HIT_PAR4_data9,HIT_CHI2_data9,HIT_FWHM_data9,G_FAIL_data9,EMLINE_data10,HIT_PAR2_data10,HIT_PAR3_data10,HIT_PAR4_data10,HIT_CHI2_data10,HIT_FWHM_data10,G_FAIL_data10,EMLINE_data11,HIT_PAR2_data11,HIT_PAR3_data11,HIT_PAR4_data11,HIT_CHI2_data11,HIT_FWHM_data11,G_FAIL_data11,Hits
6783_56284_253_oneline,6.04523,0,0.073109,0,1.19851,0,0,0,0,0,0,0.979556,0,0.694214728,0.92749765,0.92749765,0.308077665,2.05395885,0,1,-0.280981105,0.567114243,1.25666926,0.009374418,2.965200223,0,2,-0.036634333,0.28279865,0.676519688,7.46E-06,2.463359863,0,3,-0.523306686,3.924466894,-0.269644791,0.076682154,2.577909217,0,4,0.157886842,2.089689979,0.575369652,2.95E-08,3.045085878,0,5,-3.705182287,7.945107117,2,0,5.394834476,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.695005206,0.92749765,0.18742355,0.018184079,1.958690409,0,bad
7295_57067_227_oneline,6.14212,0,0.726122,0,0,0,0,0,0,0,0,1.1556,0,0.366270206,0.717348177,0.717348177,0.220234491,,0,1,-0.046290272,0.014758393,-1.411709017,1.051642856,3.99408561,0,2,0.01724879,0.497116375,0.993339934,0.056260211,3.980031785,0,3, , , , , ,1,4, , , , , ,1,5, , , , , ,1,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.638587758,0.697012146,-0.150923663,0.079338825,2.142864541,0,bad
7339_56768_234_multiline,8.39132,1.52661,3.71527,5.60166,0,7.49989,0,0,0,0,0,1.0238,0,-0.236764587,0.542354285,0.542354285,0.373413495,9.368919106,0,1,-0.171653475,0.556087075,4.940410064,0.060299136,9.276719209,0,2,0.433129409,2.267633127,0.713101639,0.086896781,3.36804944,0,3,-0.019426405,1.05278899,6.959366352,0.265254813,,0,4,0.270984917,0.889529692,2,0,4.979147831,0,5,1.015623708,2.532821107,4.009612698,0.057863357,8.253079762,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.301287758,0.542354285,2.539447285,0.17983058,6.049865609,0,bad
7339_56768_234_oneline,7.9258,0,0,0,0,0,0,0,0,0,0,1.71811,2,0.433129409,2.267633127,0.713101639,0.086896781,3.36804944,0,3,-0.019426405,1.05278899,6.959366352,0.265254813,,0,4,0.270984917,0.889529692,2,0,4.979147831,0,5,1.015623708,2.532821107,4.009612698,0.057863357,8.253079762,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.301287758,0.542354285,2.539447285,0.17983058,6.049865609,0,0,0.927646745,0.942037754,0.363447345,0.100671809,2.998068991,0,1, , , , , ,1,bad
7386_56769_238_oneline,7.24621,0,0,0,0,0,0,0,0,0,0,1.47667,1,-0.552246561,4.934374382,2.026872139,0,5.302467803,0,2, , , , , ,1,3, , , , , ,1,4, , , , , ,1,5, , , , , ,1,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.260209335,0.641122709,4.706252236,0.040843616,8.958963054,0,0,0.550225567,0.944881521,0.944881521,0.019578869,,0,bad
7620_56904_249_oneline,9.68277,0,0.717156,0,0,0,0,0,0,0,0,1.29968,1,-0.089842458,0.956702209,0.952498995,0.016279928,3.293789652,0,2,-0.048961765,0.275220717,0.975983492,0.013149723,3.334052609,0,3,0.091975917,0.539391892,-0.061420987,0.184184183,,0,4,0.012291983,0.359654687,0.046127618,0.655830336,,0,5,-0.600232316,0.784461319,6.162845471,0.047072947,,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.445457054,0.739184905,1.20960647,0.167822452,3.086797289,0,0,0.284955669,0.50756189,0.637193506,0.272487859,10.15451001,0,bad
7670_57328_253_multiline,12.3403,0,0,0.8226,0,0,0,0.933548,0.487583,5.21955,3.91832,0.321502,4,0.442926004,1.025980292,-0.447347775,5.68E-09,1.740365823,0,5,1.102868325,0.579064445,1.750388736,0.042368591,4.314214475,0,6,0.360472552,1.657910768,-0.414353719,0.061568628,2.77864289,0,7,0.317088431,0.82819548,0.377243228,8.44E-10,2.436790878,0,8,0.007196228,0.297887803,0.215861005,0.010464064,2.100349572,0,9,-0.12499136,0.432282803,0.783727983,0.068950843,3.465855582,0,10,0.002480612,0.559085739,0.870479011,0.00722506,3.205615,0,11,-0.756033595,1.079286882,1.011815468,0.00042337,2.40292744,0,0,-0.661049855,0.90882627,0.90882627,0.166700784,1.194734801,0,1,2.492032204,0.263067064,1.637350757,0.200494891,3.920137895,0,2,-0.240608507,2.979992784,0.009301804,0.117433924,,0,3,-0.257410221,0.963930048,0.444037856,1.11E-05,1.65452843,0,bad
1011_52652_156_multiline,11.5848,0.374506,2.32811,4.73464,0.331836,2.10078,0,0,0,0,0,0.735273,0,-2.249293426,7.023931591,7.023931591,1.660815151,9.417816425,0,1,-0.286767957,2.143928514,0.535944233,0.16300156,3.03155114,0,2,-2.352217106,3.653884056,5.525142467,0.33561767,10.16325853,0,3,-5.417853919,9.166510158,4.931792203,0.56811002,8.622781721,0,4,-4.336446735,4.900964401,6.776656887,0.611400991,,0,5,0.512057072,2.949758313,0.796128938,1.67E-05,2.807742364,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-1.360702299,7.023931591,3.704022144,0.612904794,7.98344143,0,good
1011_52652_156_oneline,11.5848,0.374506,2.32811,4.73464,0.331836,2.10078,0,0,0,0,0,0.735273,0,-2.249293426,7.023931591,7.023931591,1.660815151,9.417816425,0,1,-0.286767957,2.143928514,0.535944233,0.16300156,3.03155114,0,2,-2.352217106,3.653884056,5.525142467,0.33561767,10.16325853,0,3,-5.417853919,9.166510158,4.931792203,0.56811002,8.622781721,0,4,-4.336446735,4.900964401,6.776656887,0.611400991,,0,5,0.512057072,2.949758313,0.796128938,1.67E-05,2.807742364,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-1.360702299,7.023931591,3.704022144,0.612904794,7.98344143,0,good
1011_52652_175_multiline,18.7375,0,0,4.83305,0,0,0,0,0,0,0,0.858095,0,-0.40011635,5.405104124,7.425206297,0.291945713,9.416061363,0,1,1.63364211,0.386310653,2,0,4.939114062,0,2,1.437322747,0.157473248,2,0,4.839706238,0,3,0.26977556,7.575200971,1.035195466,0.211111961,3.956576457,0,4, , , , , ,1,5, , , , , ,1,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.785778505,7.691959837,3.903763739,0.80028272,8.133148272,0,good
1011_52652_175_oneline,18.7375,0,0,4.83305,0,0,0,0,0,0,0,0.858095,0,-0.40011635,5.405104124,7.425206297,0.291945713,9.416061363,0,1,1.63364211,0.386310653,2,0,4.939114062,0,2,1.437322747,0.157473248,2,0,4.839706238,0,3,0.26977556,7.575200971,1.035195466,0.211111961,3.956576457,0,4, , , , , ,1,5, , , , , ,1,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.785778505,7.691959837,3.903763739,0.80028272,8.133148272,0,good
1011_52652_7_multiline,4.67751,0.826344,0.665219,4.97913,1.49383,5.13887,0,0,0,0,0,0.406915,0,-0.08460966,5.413136845,5.43789665,0.379976176,6.755829845,0,1,0.249748542,4.723498955,0.37381925,1.58E-07,1.63269102,0,2,-0.601386644,4.450346727,0.543859628,0.031023241,2.049652488,0,3,0.55914795,4.835120761,1.403706619,0.073085404,3.63401416,0,4,-0.177051718,1.094856579,3.43034854,0.374372941,7.679271151,0,5,-0.398814468,7.085792651,1.641280751,0.27014757,3.905363466,0,6,-2.560297593,0,2,2.93E-15,,0,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-1.498127736,5.43789665,4.087340284,0.280473544,8.260011519,0,good
1172_52759_318_multiline,5.55895,0,2.9298,2.83263,1.97715,4.24919,0,0,0,0,0,0.60202,0,-2.026534215,7.594246843,7.693496419,2.879166951,8.175338845,0,1,-1.835894072,3.036296581,4.931380196,0.248692531,8.634585346,0,2,-0.163292792,2.798697592,1.229369544,0.071507645,3.114943786,0,3,-0.387465701,4.939023068,0.754793429,0.166756717,2.482963543,0,4,0.222945707,6.289984879,0.525782175,0.442932227,3.479482746,0,5,-3.093069446,6.273483627,5.173659732,1.835196473,8.818699185,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-2.63115262,6.731097807,4.366806463,0.968574045,9.066340303,0,good
1172_52759_318_oneline,6.0022,0,2.96438,1.59277,2.25676,3.52607,0,0,0,0,0,0.602388,0,-1.712586268,5.647926001,7.693496419,1.842059367,7.848554247,0,1,-2.199777383,3.39256883,5.454187814,0.260166245,10.20519771,0,2,-0.080687569,2.257810712,1.318356872,0.084264001,3.267222602,0,3,-0.370152541,5.276636302,0.707884901,0.166759131,2.468379038,0,4,0.035153483,1.932384468,1.781818715,0.789118021,4.50818965,0,5,1.311244568,6.241817972,0.194303049,0.247812949,2.130024802,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-3.663189649,7.693496419,5.109417844,0.934809387,8.771523284,0,good
1189_52668_132_multiline,17.1133,1.74932,0.770595,5.05718,1.89106,7.51701,0,0,0,0,0,0.637072,1,-0.249882825,0.495106391,0.724860166,0.412827031,2.186665557,0,2,0.139582546,2.129224063,0.490785808,0.022313788,1.636162718,0,3,-0.29768153,4.18304278,0.449150837,0.015876921,2.284275375,0,4,-0.04064237,36.01456715,0.236752818,1.04E-06,2.047062764,0,5,-0.01437853,8.19530381,3.21711368,0.324438943,7.200043212,0,6,-0.884248431,2.733597803,1.478305518,0.1075771,3.511336442,0,7,0.223505778,2.828646974,0.544852589,0.152570733,2.813322581,0,8,-0.390419459,2833.458691,0.189775563,0.032855601,2.222464567,0,9,-0.591172685,1.058820316,4.30278883,0.099807958,9.692906439,0,10,-0.011230828,5.725239137,2.628795268,0.384518361,6.223271596,0,11,-0.132960519,4.902756752,0.405609475,0.0141606,1.687013537,0,0,-8.342638211,8.19530381,8.19530381,0.776831934,9.679722949,0,good
1189_52668_132_oneline,17.1133,1.74932,0.770595,5.05718,1.89106,7.51701,0,0,0,0,0,0.637072,0,-8.342638211,8.19530381,8.19530381,0.776831934,9.679722949,0,1,0.037492985,1.172885968,2.264611189,0.020932687,5.375209845,0,2,-0.279449801,3.972145376,0.501872291,2.57E-07,2.068866653,0,3,-1.365784734,4.272084977,3.893534422,0.424307237,8.653336735,0,4,-0.596929139,1.40020287,6.889415108,0.228320893,9.912543225,0,5,0.137383608,5.204844624,2.645580167,0.346311117,6.196397658,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.014265114,8.19530381,3.217009558,0.324446689,7.199879531,0,good
1200_52668_398_oneline,10.1169,0.152637,0.872025,0,0,0,0,0,0,0,0,1.06475,0,-0.536178682,2.431977509,2.431977509,0.766006813,10.27622931,0,1,-0.012232689,6.116193764,1.878295865,0,4.603357209,0,2,0.270248326,3.704364416,0.308559334,0.199593954,2.71982183,0,3, , , , , ,1,4, , , , , ,1,5, , , , , ,1,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.077963851,2.431977509,4.332735714,0.693001343,8.698592634,0,good
1221_52751_28_multiline,6.65641,0.706392,1.43956,2.46936,2.40628,11.2925,0,0,0,0,0,0.629551,0,-1.02303318,5.09260939,5.09260939,0.823264997,8.08805211,0,1,-1.396514588,1.683354625,4.827663984,0.252874599,8.80654728,0,2,-0.341315418,1.283718305,2.261396371,0.134334281,5.348630357,0,3,-1.162817803,6.612337192,1.798099677,0.261221044,4.33809222,0,4,-0.063570103,2.663447638,0.836745851,0.080866616,2.908504188,0,5,-0.105973712,6.944695799,1.890695146,0.136467747,4.777559628,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-3.951733096,6.768372815,6.205253289,1.014607002,9.996336213,0,good
1221_52751_28_oneline,6.65641,0.706392,1.43956,2.46936,2.40628,11.2925,0,0,0,0,0,0.629551,0,-1.02303318,5.09260939,5.09260939,0.823264997,8.08805211,0,1,-1.396514588,1.683354625,4.827663984,0.252874599,8.80654728,0,2,-0.341315418,1.283718305,2.261396371,0.134334281,5.348630357,0,3,-1.162817803,6.612337192,1.798099677,0.261221044,4.33809222,0,4,-0.063570103,2.663447638,0.836745851,0.080866616,2.908504188,0,5,-0.105973712,6.944695799,1.890695146,0.136467747,4.777559628,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-3.951733096,6.768372815,6.205253289,1.014607002,9.996336213,0,good
1226_52734_306_multiline,5.58134,1.26834,0,0,1.68775,4.24328,0,0,0,0,0,0.504069,1,-0.165652095,3.286611519,2.871608462,0.5271188,6.645880632,0,2,-0.669855687,6.724525077,2,0,4.837644813,0,3,-0.136904651,4.422559332,0.81664661,0.081736312,2.326202285,0,4,-1.400695964,1.990406306,5.425684355,0.399262875,9.140143459,0,5,-0.499878866,2.193061686,1.119752171,0.083384864,2.915771553,0,6,0.413331907,3173.925526,0.023937585,0.406733186,,0,7,-0.610324425,3.668087824,0.788569194,0.153641317,2.883028946,0,8,-1.510739474,3.119236015,2.093439619,0.352739909,5.259714116,0,9,-0.418804184,3.589955648,1.687451225,0.102845577,4.758648004,0,10, , , , , ,1,11,-0.058262612,2.765025718,0.5089253,0.016876444,2.063693241,0,0,-0.473886885,5.120452858,5.025025102,0.291023423,,0,good
1267_52932_253_multiline,9.91001,0.499799,0.426318,2.27462,8.21484,9.49756,0,0,0,0,0,0.594292,0,0.235891467,5.025548166,4.857512791,2.493168527,,0,1,0.000898486,0.993551575,0.463052538,0.07802662,2.273948918,0,2,-0.055092882,0.806353914,0.79346008,0.213138348,2.199863572,0,3,-0.812945625,3.373089361,3.369664153,0.143772449,7.68718443,0,4,-4.724614989,7.512565817,6.708811199,0.827122895,9.06390778,0,5,0.490354727,8.216508405,1.389182399,0.521733452,3.275892673,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.618748374,4.327239649,1.844634573,0.876942645,4.375083268,0,good
1267_52932_253_oneline,9.91001,0.499799,0.426318,2.27462,8.21484,9.49756,0,0,0,0,0,0.594292,0,0.235891467,5.025548166,4.857512791,2.493168527,,0,1,0.000898486,0.993551575,0.463052538,0.07802662,2.273948918,0,2,-0.055092882,0.806353914,0.79346008,0.213138348,2.199863572,0,3,-0.812945625,3.373089361,3.369664153,0.143772449,7.68718443,0,4,-4.724614989,7.512565817,6.708811199,0.827122895,9.06390778,0,5,0.490354727,8.216508405,1.389182399,0.521733452,3.275892673,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.618748374,4.327239649,1.844634573,0.876942645,4.375083268,0,good
1303_53050_78_multiline,9.24562,0,1.99058,2.37622,3.07208,10.4072,0,0,0,0,0,0.588063,0,-0.467092311,7.545895286,5.975015835,3.35031677,,0,1,-0.176187229,2.394902445,-0.046148367,1.136146602,,0,2,0.017938679,2.019713359,0.711847213,0.318946486,3.049790795,0,3,-0.787573246,2.070724353,3.047220499,0.319015774,7.186681442,0,4,-1.507458797,3.158027832,4.050384969,0.164423733,8.836895042,0,5,0.393274681,6.145526026,1.822203194,0.388399475,4.501919162,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.848318722,5.975015835,1.571220833,1.424911552,3.737763921,0,good
1303_53050_78_oneline,9.54191,0,1.03901,1.95816,2.32277,7.66756,0,0,0,0,0,0.588429,0,-0.251616518,5.975015835,5.975015835,2.109997597,7.582839924,0,1,-0.293788884,2.394902445,-0.158084652,0.322448724,1.726570589,0,2,0.017710582,1.951085744,0.731698761,0.3193073,3.047646818,0,3,-0.778119731,2.054290967,3.036484896,0.3199624,7.192039494,0,4,-1.530804705,3.180759364,4.079260062,0.164660083,8.874072268,0,5,0.329548633,6.721046748,1.754336488,0.312580549,4.371851943,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.655168567,5.975015835,1.734849786,1.149602871,4.108148097,0,good
1305_52757_503_multiline,18.685,0.467228,3.59087,4.17348,3.04015,0,0,0,0,0,0,0.608674,0,-1.022539771,9.424273195,9.424273195,1.797518332,8.552238036,0,1,-0.320627091,0.629933957,1.111400985,0.57903844,2.606081511,0,2,-0.652671469,2.463460141,2.349932725,0.458719546,5.56464557,0,3,-0.423373226,7.813198865,1.303149449,0.102049243,3.182424267,0,4,-0.511190193,5.10282569,1.267313805,0.450673703,3.049007329,0,5,-1.34052607,6.785921237,2,0,5.016389712,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.677303431,9.424273195,3.364230223,0.890741322,7.293534447,0,good
1305_52757_503_oneline,18.685,0.467228,3.59087,4.17348,3.04015,0,0,0,0,0,0,0.608674,0,-1.022539771,9.424273195,9.424273195,1.797518332,8.552238036,0,1,-0.320627091,0.629933957,1.111400985,0.57903844,2.606081511,0,2,-0.652671469,2.463460141,2.349932725,0.458719546,5.56464557,0,3,-0.423373226,7.813198865,1.303149449,0.102049243,3.182424267,0,4,-0.511190193,5.10282569,1.267313805,0.450673703,3.049007329,0,5,-1.34052607,6.785921237,2,0,5.016389712,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.677303431,9.424273195,3.364230223,0.890741322,7.293534447,0,good
1349_52797_406_multiline,11.6219,0,1.95459,6.44588,0.796304,3.28294,0,0,0,0,0,0.575316,0,-1.529182071,8.257039931,11.4402603,0.60904212,7.854007569,0,1,-1.81688942,1.853134622,5.597100339,0.312419884,9.432489006,0,2,-0.114134187,3.179533384,0.663051147,1.736421939,2.529362773,0,3,-0.649084066,6.613198388,1.590189364,0.153383162,4.124144416,0,4,-3.099103758,3.709674657,7.021157547,0.152833557,11.09141037,0,5,-0.1690339,9.311569334,0.730958266,0.081751964,2.953498969,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-3.910239579,13.06492133,3.974417645,0.893590285,8.320428683,0,good
1349_52797_406_oneline,11.6219,0,1.95459,6.44588,0.796304,3.28294,0,0,0,0,0,0.575316,0,-1.529182071,8.257039931,11.4402603,0.60904212,7.854007569,0,1,-1.81688942,1.853134622,5.597100339,0.312419884,9.432489006,0,2,-0.114134187,3.179533384,0.663051147,1.736421939,2.529362773,0,3,-0.649084066,6.613198388,1.590189364,0.153383162,4.124144416,0,4,-3.099103758,3.709674657,7.021157547,0.152833557,11.09141037,0,5,-0.1690339,9.311569334,0.730958266,0.081751964,2.953498969,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-3.910239579,13.06492133,3.974417645,0.893590285,8.320428683,0,good
1359_53002_204_multiline,4.26248,0.240525,1.1859,3.20953,2.29216,12.7402,0,4.92272,1.28086,0.842159,1.66335,0.304871,0,-0.770348576,7.291781077,7.291781077,1.531357035,,0,1,-0.723092796,2.189828319,1.200431624,0.239757516,2.913223851,0,2,-0.944995706,5.145690063,0.682996223,0.162489133,2.218958044,0,3,-0.261332924,3.689664515,1.60417697,0.204123859,3.880332909,0,4,0.53894472,3.47038573,0.06853091,0.894662593,1.716143398,0,5,-0.407409328,12.73748684,1.751912344,0.034042493,4.355328714,0,6,-1.099309472,5.183686591,0.0056679,1.085155927,,0,7,0.311036937,11.87480238,0.771580474,0.003244695,2.746025539,0,8,-0.290166475,6.722490442,0.674442189,0.170631125,3.036194062,0,9,-6.778049413,9.12019995,6.968473285,0.655435082,,0,10,1.937866223,4.128687885,0.612986127,7.21E-08,2.546003481,0,11,-4.091868958,7.291781077,6.000260791,0.722445064,10.25891815,0,good
1359_53002_418_multiline,6.11054,1.34296,0.739484,3.407,4.80067,12.9826,0,0,0,0,0,0.695773,0,-0.111522346,2.171731028,2.861464095,0.120212995,8.516894908,0,1,-0.00546064,1.685106046,0.668463591,0.048570021,2.828400455,0,2,-0.462093173,3.390637838,0.607909818,4.73E-05,2.220610626,0,3,-0.297972264,3.644719549,1.497934186,0.94522751,3.791518788,0,4,-1.158824522,4.509209012,3.718573925,0.163661245,8.110691787,0,5,0.081110876,14.73220445,1.826830769,0.177494192,4.336404086,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.471867241,2.861464095,4.350879406,0.108137568,8.735585756,0,good
1359_53002_418_oneline,6.53145,1.56884,1.05455,3.35673,4.56321,12.753,0,0,0,0,0,0.696164,0,-0.146965017,2.324477703,2.861464095,0.138443392,8.640895196,0,1,-0.005449688,1.685106046,0.668445879,0.048565683,2.828379202,0,2,-0.602965809,2.854635123,0.957177735,0.117046699,2.38931474,0,3,-0.299752984,3.663296297,1.494300419,0.948907016,3.787072901,0,4,0.171210534,3.801297088,2.119637719,0.027591708,5.050015108,0,5,0.019316325,15.46369076,1.792525778,0.185180201,4.250565246,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.471863542,2.861464095,4.35088161,0.108137602,8.735587721,0,good
1362_53050_78_oneline,10.5201,0,1.54798,1.52956,1.92017,3.3779,0,0,0,0,0,0.831756,0,-1.016928969,5.525329989,5.525329989,4.558439501,9.043844366,0,1,-0.342594479,1.580995125,0.839397243,0.10950508,2.944878945,0,2,-0.872874968,1.529683885,6.551346797,0.944799245,10.81861394,0,3,-0.012790154,3.813877603,1.088617134,0.223564979,3.477010234,0,4,0.535755863,2.236813642,0.989349232,0.342725279,2.798848097,0,5,1.314994387,2.528833944,0.768886527,0.251835247,2.996316807,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-1.531968392,5.020342034,4.576801557,2.309077539,9.525820185,0,good
1387_53118_532_multiline,13.7651,0.408938,1.13475,0,0.957328,6.36275,0,0,0,0,0,0.717386,0,-0.043937356,4.992320972,4.992320972,0.357881326,8.528648219,0,1,-0.393480744,2.409766764,0.488799392,8.89E-09,2.197204662,0,2,0.118148075,1.185250539,0.667535385,0.062270025,2.844731448,0,3,-15.2439016,16.72275577,3.822830436,7.60E-09,,0,4,0.012858089,1.961100686,0.11509363,0.006168279,2.262629359,0,5,-1.005839074,6.367028188,2.69886447,0.276855228,6.45592161,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.519893763,4.992320972,3.928737932,1.191736304,8.386597724,0,good
1387_53118_532_oneline,13.7651,0.408938,1.13475,0,0.957328,6.36275,0,0,0,0,0,0.717386,0,-0.043937356,4.992320972,4.992320972,0.357881326,8.528648219,0,1,-0.393480744,2.409766764,0.488799392,8.89E-09,2.197204662,0,2,0.118148075,1.185250539,0.667535385,0.062270025,2.844731448,0,3,-15.2439016,16.72275577,3.822830436,7.60E-09,,0,4,0.012858089,1.961100686,0.11509363,0.006168279,2.262629359,0,5,-1.005839074,6.367028188,2.69886447,0.276855228,6.45592161,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-0.519893763,4.992320972,3.928737932,1.191736304,8.386597724,0,good
1416_52875_381_multiline,15.6975,1.92648,1.60468,2.36047,1.97671,9.72447,0,0,0,0,0,0.738873,1,-0.637811759,4.649422647,0.469228251,0.420982494,2.011435264,0,2,-0.032710318,3.817284508,-0.32690512,0.027826714,1.872178213,0,3,-0.513048333,3.4651229,0.199220373,0.177941724,1.668570861,0,4,-0.251389549,0.949263551,-1.299683367,0.168474594,3.075582961,0,5,-1.262903354,9.505332059,3.213364639,1.223357471,7.23390438,0,6,-1.330199686,4.908550443,0.584377094,2.57E-08,,0,7,-1.171118049,5.540362078,0.849065671,0.757152937,3.4235268,0,8,-0.638336048,2.120473342,0.204127888,0.228199659,2.271767693,0,9,0.274878649,4.491349203,0.473410798,0.156098715,2.96407424,0,10,-0.980012677,16.60755417,1.802531904,2.186053745,4.27432251,0,11,-0.259604741,6.369131636,0.372632874,0.07935583,1.813211941,0,0,-1.500026159,7.591352998,9.505332059,0.9093307,8.759337338,0,good
1416_52875_381_oneline,15.6975,1.92648,1.60468,2.36047,1.97671,9.72447,0,0,0,0,0,0.738873,0,-1.500026159,7.591352998,9.505332059,0.9093307,8.759337338,0,1,-0.900618581,1.970806652,5.083373181,0.290353879,9.330302429,0,2,-0.700630252,3.686206937,0.989613593,0.082368867,2.471292657,0,3,-1.222002341,4.847629013,2.583434056,0.188704619,6.089166337,0,4,-2.818980406,5.824237199,3.615080784,0.206792488,7.809273179,0,5,-0.855264712,14.09912566,2.022394852,0.551577783,4.818158572,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-1.262991808,9.505332059,3.213420496,1.223351742,7.233997429,0,good
1434_53053_142_multiline,17.9993,0.882831,6.5671,9.96617,0,23.5401,0,0,0,0,0,0.538041,0,-0.239359617,11.96826659,12.16015017,1.019649626,7.653988258,0,1,-0.448107804,2.128384454,0.681944315,0.213679003,2.472556211,0,2,-0.053846465,3.290732686,1.527693821,0.136426404,3.932294553,0,3,-0.390019219,6.821269796,1.770580635,1.764459348,4.256753914,0,4,-3.28727411,7.790214731,2,0,4.810217102,0,5,0.306117997,15.56596379,1.911452881,0.686525849,4.624845326,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,-1.956286156,12.16015017,3.799516172,1.011774522,8.050284532,0,good
