ID,o2sn,emsn1,emsn2,emsn3,emsn4,emsn5,emsn6,emsn7,emsn8,emsn9,emsn10,z,EMLINE_data0,HIT_PAR2_data0,HIT_PAR3_data0,HIT_PAR4_data0,HIT_CHI2_data0,HIT_FWHM_data0,G_FAIL_data0,EMLINE_data1,HIT_PAR2_data1,HIT_PAR3_data1,HIT_PAR4_data1,HIT_CHI2_data1,HIT_FWHM_data1,G_FAIL_data1,EMLINE_data2,HIT_PAR2_data2,HIT_PAR3_data2,HIT_PAR4_data2,HIT_CHI2_data2,HIT_FWHM_data2,G_FAIL_data2,EMLINE_data3,HIT_PAR2_data3,HIT_PAR3_data3,HIT_PAR4_data3,HIT_CHI2_data3,HIT_FWHM_data3,G_FAIL_data3,EMLINE_data4,HIT_PAR2_data4,HIT_PAR3_data4,HIT_PAR4_data4,HIT_CHI2_data4,HIT_FWHM_data4,G_FAIL_data4,EMLINE_data5,HIT_PAR2_data5,HIT_PAR3_data5,HIT_PAR4_data5,HIT_CHI2_data5,HIT_FWHM_data5,G_FAIL_data5,EMLINE_data6,HIT_PAR2_data6,HIT_PAR3_data6,HIT_PAR4_data6,HIT_CHI2_data6,HIT_FWHM_data6,G_FAIL_data6,EMLINE_data7,HIT_PAR2_data7,HIT_PAR3_data7,HIT_PAR4_data7,HIT_CHI2_data7,HIT_FWHM_data7,G_FAIL_data7,EMLINE_data8,HIT_PAR2_data8,HIT_PAR3_data8,HIT_PAR4_data8,HIT_CHI2_data8,HIT_FWHM_data8,G_FAIL_data8,EMLINE_data9,HIT_PAR2_data9,HIT_PAR3_data9,HIT_PAR4_data9,HIT_CHI2_data9,HIT_FWHM_data9,G_FAIL_data9,EMLINE_data10,HIT_PAR2_data10,HIT_PAR3_data10,HIT_PAR4_data10,HIT_CHI2_data10,HIT_FWHM_data10,G_FAIL_data10,EMLINE_data11,HIT_PAR2_data11,HIT_PAR3_data11,HIT_PAR4_data11,HIT_CHI2_data11,HIT_FWHM_data11,G_FAIL_data11,Hits
10000_57346_116_multiline,9.84807,0,0,0,0,7.21938,0,0,0,0,0,0.71383,2,0.182908503,1.881376907,0.587677159,0.0552319,2.307749226,0,3,0.763390723,2284.43478,0.124331683,0.117261033,1.715310383,0,4,-0.245393752,9.420141485,2.563196356,0,5.993684081,0,5,-0.447995521,0.611957763,4.511580036,0.049628593,9.196516346,0,6,2.936336254,1.982871639,4.355611476,1.94E-10,8.944059966,0,7,1.911954952,1.147124969,0.731224525,0.034162289,2.768476508,0,8,0.94150734,1.728266371,0.189770179,0.00022041,2.334053937,0,9,-1.05079829,1.476765496,8.323211445,0.141283571,,0,10,0.17087428,9.786762537,-0.231621248,0.016800893,2.385453699,0,11,-0.532296271,1.334085636,6.547701832,0.086298765,,0,0,-0.44160534,1.412720956,1.412720956,0.346444043,1.556333587,0,1,1.422592623,1.983385752,0.533199646,0.359276382,2.897465745,0,bad
10000_57346_124_multiline,0,1.68811,5.44073,0,0,0,0,0,4.05273,0,1.19026,0.099937,0,-0.244754374,2.023725987,2.023725987,0.819509311,1.089243817,0,1,0.131594359,0.703358817,0.245396703,1.433560542,1.196969204,0,2,0.944512355,1.315515344,0.015646341,1.160402947,,0,3,-0.202900524,1892.145142,-0.126628288,0,1.419611141,0,4,-0.180798124,0.110043324,0.916968729,2.165641066,2.630774902,0,5,-0.9751098,1.198984879,11.19274419,1.09914929,11.40392979,0,6,-0.437912035,0.753109125,2,0,4.731918049,0,7,-0.437912035,0.550980544,2,0,4.950850276,0,8,-0.196011606,1.509574415,2.198687967,0.049069967,5.36805072,0,9,-0.026442115,0.184832153,2.416501489,0.529817549,5.947548731,0,10,0.065831672,0.582742602,0.803666984,0.000244401,2.533741767,0,11,-0.51669912,1.799032709,0.270647345,3.62E-07,1.159157377,0,bad
10000_57346_125_oneline,15.734,0,0.71414,0.486063,0,0.616556,0.896988,2.20671,1.42808,0,0,0.31422,0,1.218566067,1.496916206,1.496916206,1.107854736,,0,1,-0.159553614,0.780581407,-0.036538048,0.6075729,,0,2,0.10539348,0.747329499,0.149858846,0.06493183,1.514073658,0,3,-0.321090127,0.723779204,5.78305889,0.17960658,,0,4,-0.28345168,0.789003248,3.987614793,0.0016016,9.150946939,0,5,-0.015199282,0.680955195,0.658295966,0.41209083,2.836148796,0,6,0.010068537,0.40817411,0.858356893,0.059337856,3.438251778,0,7,0.302580565,0.988165315,0.565864467,2.75E-07,2.37106536,0,8,-0.017573165,0.989360795,1.053156499,0.001952293,3.619870342,0,9,-0.240170866,1.700613049,0.767003629,0.117643333,3.586406354,0,10,-0.231769338,3.258077394,0.381570734,1.06E-06,2.451458869,0,11,1.444404188,1.197257091,1.01770292,0.465643829,2.487853168,0,bad
10000_57346_146_oneline,6.04805,0,0.733209,1.10022,1.52694,0,0,0,0,0,0,1.05148,0,0.592972217,0.200031411,0.982327704,0.228505121,2.158527883,0,1,-0.243303009,0.769390256,0.19025086,0.066830941,2.234363036,0,2,0.000871904,1.05079734,0.779138046,4.27E-06,2.977954494,0,3,0.106601883,2.07082064,0.236031309,0.250961876,2.672809129,0,4,0.536109747,1.617908066,0.557909667,1.776643554,2.729538701,0,5,3.150985005,2.88910239,2,0,5.508842627,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.526108827,0.889537468,0.758065565,0.020413101,2.902326746,0,bad
10000_57346_192_oneline,6.28542,0.359201,0.577766,0,0,0,0,0,0,0,0,0.631052,5,0.316280528,0.915205379,0.473376143,0.033680979,2.22430067,0,6,-0.607544169,15.51969091,0.218586517,0.011681752,2.225921242,0,7,-0.231295514,0.518275978,0.153842564,0.002304797,2.231182033,0,8,-0.050758572,2969.607978,0.021792902,0.082788206,,0,9,0.001629678,0.406221024,0.88498092,0.000401655,2.66565132,0,10,-0.572195302,0.774874106,5.586583113,0.100044794,9.353114418,0,11,-0.664392063,3.834638329,5.126263323,0.27567416,8.985314022,0,0,1.599197625,10.55810512,10.55339967,5.186834143,6.636712099,0,1,-9.71E-05,0.345529024,1.515927565,0.031883806,3.665457601,0,2,-0.053503952,6.242990763,0.145891502,0.115127332,1.475362848,0,3,-0.135306573,1.096416366,0.556935923,0.011309877,2.640847634,0,4,0.19248576,0.539766549,1.309847542,0.087388471,3.227941177,0,bad
10000_57346_224_multiline,4.87171,0,0.331284,0,0,4.32162,0,0,0,0,0,0.858095,2,-0.822003081,1.684942756,5.200120061,1.119684027,9.782932749,0,3,0.183284786,0.524587523,18.20256572,0.341112405,,0,4,-0.07656988,0.60435078,-0.615280459,0.06510689,2.711062701,0,5,0.042178524,0.249421134,0.607894206,0.027328212,2.358151122,0,6,0.943541508,1.995132769,2,0,4.725173487,0,7,0.64886227,1.337001459,2,0,4.91240901,0,8,-1.037595293,2.228154074,9.291809344,0.115471518,9.34492926,0,9,-0.361244935,0.742863401,2,0,5.081864263,0,10,-0.725611909,0.967937608,4.522055279,0.075215186,8.477022728,0,11,-0.031790292,0.796706161,0.457462381,0.056882012,1.905984195,0,0,0.231350954,0.845961859,0.903321655,0.461752511,,0,1,-0.346870948,2.317045677,-0.402767208,2.30E-06,1.887168502,0,bad
10000_57346_293_multiline,4.09974,0.713869,4.11434,0.210116,1.29207,0.00602041,0.834576,0.860899,0.900018,0,0,0.562672,0,0.457764419,3.589226322,1.251131458,0.276572309,,0,1,-0.63627854,0.763791699,5.530249392,0.268975584,10.66935476,0,2,0.293128079,0.883766395,0.749898001,0.024686556,2.361829345,0,3,0.009870976,2.39144337,0.241180759,0.691980172,2.015619536,0,4,0.180886984,0.793307311,1.532107538,0.004379514,3.64135105,0,5,0.072819831,2765.090925,0.008114428,0.245367355,,0,6,0.34058858,8.732569679,0.530928882,1.85E-07,3.065201859,0,7,0.35289702,1.482347294,0.842892663,0.005833465,3.450176824,0,8,0.154742772,10.05500175,1.811408533,0.009479908,4.701653221,0,9, , , , , ,1,10, , , , , ,1,11,0.516735001,1.28184574,0.189364657,0.110096615,1.545644294,0,bad
10000_57346_301_oneline,7.03844,0,0.212859,0,0,0.726985,0,0,0,0,0,0.828806,1,-0.822019632,0.989526358,7.994894533,0.388702227,,0,2,-0.130229917,1.182203794,0.012897529,0.656747102,,0,3,0.036288294,0.775920145,-0.104091105,0.048951186,1.59579659,0,4,-0.899028659,0.954310045,7.267997926,0.142707669,,0,5,-0.376193493,1.375274876,0.493768924,0.056358853,2.242591041,0,6,0.022147469,1.262550104,0.240822049,0.286153617,2.152383496,0,7,-0.072760859,0.490671494,0.63923956,0.228721402,3.364227908,0,8,-0.028761381,0.683829715,0.667247176,4.40E-07,2.544939048,0,9,-0.080031182,1.04979736,0.701198972,0.017743494,3.313784323,0,10,0.006486459,39.08239084,0.195049196,1.247911691,2.213576053,0,11,0.90377917,0.906462634,0.756049216,0.235239879,1.835264085,0,0,0.656381361,0.883277901,0.883277901,0.042840041,8.827371947,0,bad
10000_57346_344_multiline,0,0,4.14017,4.88939,0,0,0,0,0.342438,0.28459,0.0297837,0.385058,0,-0.108036315,1.435034761,1.435034761,0.945570176,1.388999018,0,1,-0.46411523,0.826496015,2.145127901,0.297054517,5.059468704,0,2,0.023515186,0.824130834,4.234986051,0.356171559,8.762943604,0,3,-0.074599269,0.858852354,4.410247849,0.314664489,8.905976583,0,4,-0.418950652,1.035192041,2,0,4.785301991,0,5,-0.495486702,0.534843257,7.916027349,0.152739653,,0,6,-0.03610887,0.003999325,1.634763661,0.48976916,4.540671589,0,7,-0.276499396,0.562584203,1.804029802,0.050119057,4.264887632,0,8,0.041515539,3225.063297,0.059179565,0.516390416,,0,9,0.047256592,0.638005906,-0.002391488,0.422210031,,0,10,0.079681071,1.794456613,0.143963101,0.030295802,2.498298487,0,11,-0.103469127,1.781630027,0.372785316,1.31E-06,1.603915669,0,bad
10000_57346_354_oneline,6.41384,0,0,0,0,0,0,0,0,0,0,1.27545,1,-0.242682366,1827.541823,0.141939874,0.079429707,2.20046441,0,2,-0.119942392,1.177266194,0.350789082,6.64E-08,1.741617804,0,3,0.037062834,0.681108142,0.441213966,0.216990068,2.665152235,0,4,-0.280920296,2349.673053,0.172771776,0.117383264,2.673354982,0,5,-0.397970393,1.309064692,0.741613956,0.138795958,2.52973045,0,6,-0.084767891,0.131738183,2.181792418,0.256660058,5.353175182,0,7,0.126501457,184.5432352,0.173650348,0.128122553,2.19496293,0,8,0.00402523,2.497504253,0.536471688,0.777061093,3.30727815,0,9,0.318551626,1.201010967,0.582176094,1.93E-06,2.377603828,0,10,0.392814362,0.523093203,2.163743793,0.340396054,5.141219111,0,11,1.587886924,1.959319238,0.40840845,0.047876107,2.090832746,0,0,0.61990685,0.716473854,0.716473854,0.442173204,,0,bad
10000_57346_385_multiline,15.9676,0.471959,0,0,0.76951,0,0.77422,1.23643,0.59235,3.99901,4.29765,0.156559,0,4.182470179,2.92309356,2.92309356,0.867900757,,0,1,-0.115848096,1.38367714,0.131888374,0.006464286,1.258819593,0,2,-0.80071096,0.530678071,5.396301191,0.114719154,,0,3,-0.195682231,1.390734089,0.458944551,0.192678946,1.83109996,0,4,0.054540314,1.47199472,0.554443471,0.033109262,1.812722946,0,5,-1.137397851,1.675920028,2,0,4.880247155,0,6,-0.100597392,0.657327525,2.1329419,0.041975466,5.10392624,0,7,0.125098843,1.196810296,0.449191711,2.65E-08,2.156763568,0,8,-1.794485473,1.974394717,7.787336213,0.377888348,11.37571219,0,9,0.853648955,0.786733089,-0.22669673,0.023333722,2.062613813,0,10,0.413687089,0.943913335,2.142627873,0.0608839,5.152251168,0,11,3.201334795,2.515624765,5.853703463,0.431067042,10.1538936,0,bad
10000_57346_385_oneline,6.05022,0,0,0.83819,0,0.391644,0,0,0.630748,2.75546,2.67511,0.161362,1,-0.280086716,0.399351533,5.589867608,0.169183071,10.73118049,0,2,-1.446979321,1.200254716,9.607672017,0.109862379,,0,3,-0.157007624,0.203062645,1.267534486,0.466343003,3.009520736,0,4,0.026517198,1.210588643,0.795541693,0.003309393,1.955626601,0,5,-1.137397851,1.604231979,2,0,4.880511765,0,6,0.014235394,0.196229476,2.231519316,0.041001142,5.411477931,0,7,-0.263233496,0.53346529,13.42139804,0.124575429,,0,8,-0.238045896,1.179791108,0.727890367,0.031335742,2.864626179,0,9,0.853649947,0.640055092,-0.257428694,0.061507634,2.062613813,0,10,0.474014702,0.819376866,2.095888005,0.055753295,5.029897475,0,11,2.501628516,3.199710509,6.93376332,0.429748169,10.45491596,0,0,1.710337912,1.842396066,1.842396066,0.319871165,1.148858933,0,bad
10000_57346_410_multiline,17.7992,0,0,0,0,0,0,0,0.630257,3.23645,4.44595,0.184044,0,-2.055576619,3.430453461,10.78080469,0.539611699,,0,1,-5.036280948,5.429929972,2,0,4.709824604,0,2,-0.315101534,0.853658275,1.657585106,0.207878825,4.009428395,0,3,-0.917908906,0.794382987,2,0,4.855537893,0,4,-0.45017358,1.069950953,1.053508855,0.007627707,2.801725858,0,5,0.073479683,0.598355336,0.196470924,4.58E-05,1.573822417,0,6,-0.001848102,2.678525853,-0.173270733,0.121709253,2.144775362,0,7,-0.029031512,1.044055965,0.653621278,0.121301401,2.879959809,0,8,0.425359562,709.2209888,0.228666696,0.128292017,3.486490326,0,9,1.188034293,0.007518669,301.9686418,0.07474471,,0,10,2.009979196,2.104716547,0.20090312,0.030427135,2.126814116,0,11,0.819190439,10.96879521,5.415272494,0.680247555,10.71224617,0,bad
10000_57346_474_multiline,12.677,0,0.232303,0,0.451437,6.10709,0,0,0,0,0,0.783889,1,0.481119929,0.939022025,0.521038431,0,1.963312773,0,2,0.257718801,1.450928149,-0.420039025,0.049146006,2.567598584,0,3,0.427522231,1.520426137,1.271633252,0.131063238,3.114031351,0,4,-0.352228059,2.027284915,0.856432158,0.215417959,2.947697908,0,5,0.362516533,7.744388381,0.361245355,2.37E-07,2.167207151,0,6,-3.049233306,11.66555942,2,0,4.730911972,0,7,4.501902567,1.672655987,2,0,4.862135666,0,8,0.801228045,1.646121478,0.650678584,0.001189555,4.090498457,0,9,-0.458275924,1.143336689,2,0,4.916365981,0,10,-0.170489731,0.427025493,-0.337858469,4.84E-07,2.482488645,0,11,0.481522247,3.048407451,1.237233562,0,2.942435788,0,0,1.590826041,0.350808168,0.849800337,0.341390662,6.155498693,0,bad
10000_57346_493_multiline,2.60059,2.5688,2.23981,7.95304,0,0.648595,0,0,11.0884,0,1.16479,0.194724,0,0.003365362,3.662180901,3.248965875,0.567894948,,0,1,-0.499005385,1.474142533,6.04543839,0.157022164,10.87044541,0,2,1.052203068,1.918180333,-0.040015574,0.47423179,,0,3,0.865587811,2.162879155,9.491920819,0.130621925,10.94008068,0,4,-0.167667718,0.572758865,0.836017491,0.256150748,2.064522625,0,5,0.125102309,1.914127061,0.510751667,0.032771057,2.012392457,0,6,4.202527609,9.500927709,2,0,4.751571595,0,7,4.377761755,4.597815703,2,0,4.811867497,0,8,4.649693967,2784.185975,-0.025712262,0.463306747,,0,9,-0.456406091,2.66918737,1.763024234,1.75E-10,4.569526992,0,10,-0.219282705,1.250217086,1.428126232,0.213650925,3.390926368,0,11,0.309797499,3.248965875,0.325478094,5.90E-06,1.254337853,0,bad
10000_57346_586_multiline,0,0,0,8.37097,5.0603,0,0,0,0,0,0,0.838095,6,-11.02495231,13.75216697,2,0,4.731078764,0,7,1.78754609,1.306674204,2,0,4.863356749,0,8,1.139866627,55.62198864,0.224626884,0.033609306,2.412689453,0,9,-0.207089164,0.829113006,2,0,4.912990971,0,10,-0.204222593,0.383429499,-0.305574807,7.52E-05,2.477462937,0,11,0.062939751,2.63222422,0.872641951,0,2.194460648,0,0,0.099423723,6280.005315,0.696087561,0.414975316,1.370111409,0,1,-0.16253868,0.66937118,0.851527726,0.08525035,2.546721225,0,2,-0.024223261,1.180714058,-0.475064356,0.037567149,2.470132859,0,3,0.29344491,0.38271487,0.651586183,0.105047399,2.749006773,0,4,-30.5469202,31.65910883,2,0,4.786346901,0,5,-0.044427662,0.528004302,0.545031578,2.32E-06,2.072291563,0,bad
10000_57346_586_oneline,10.3567,0.670275,0,0,0,0,0,0,0,0,0,1.4309,2,-19.65487158,31.5709083,2,0,,0,3, , , , , ,1,4, , , , , ,1,5, , , , , ,1,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.855622663,3.01875455,0.155677537,0.241002704,2.378618552,0,0,0.525512773,0.597376445,0.597376445,0.121452262,10.86851524,0,1,-0.454560018,0.479305467,1.477634547,0.450492881,4.719695526,0,bad
10000_57346_588_oneline,11.1141,0,0.783596,1.64374,0,0.55239,0.379371,0,0,0,0.915556,0.266683,1,-0.136354404,0.571639371,-0.599595878,0.120656059,2.037213941,0,2,-0.58778038,0.740858612,7.825773027,0.471794959,10.77704113,0,3,-0.059871916,0.818697364,1.337227274,0.390604754,3.325666317,0,4,-0.075012582,0.943691879,1.190966315,0.362781214,2.976666967,0,5,-0.160017092,0.905639223,0.956625877,0.03425271,2.358329888,0,6,-0.062077925,0.542503488,-0.585124551,8.94E-06,2.285372038,0,7,-0.164808337,0.326515141,5.847587609,0.321160102,,0,8,-0.17011618,0.815787388,0.870554021,0.058557389,3.636868753,0,9,0.168201303,0.69729914,0.84978302,3.90E-05,2.516604775,0,10,0.122624934,0.615201286,0.743900708,0.199161341,3.236002947,0,11,0.64100131,1.256719172,0.327869869,0.057734075,2.026922726,0,0,1.385466076,1.240810324,1.254646143,0.472510345,1.255066298,0,bad
10000_57346_619_multiline,0,0.149747,1.12059,0.432185,4.12382,0,0,7.59696,0,0.097846,0.0100681,0.456357,0,-1.54942544,1.763273847,1.763273847,0,8.118776492,0,1,0.077211982,1.037984776,-0.081993858,0.31812502,1.583993512,0,2,-0.072956789,0.903331974,0.498267797,3.98E-05,1.865429626,0,3,0.026481909,0.120912698,3.709341705,0.154443407,,0,4,0.081731333,0.377565755,12.02884372,0.218589716,,0,5,-0.150785891,0.608638312,1.762595966,0.468277389,4.325480805,0,6,-0.164053488,3372.829707,-0.027683619,0.557982541,,0,7,1.53728225,0.345757356,3.778807458,0.001163579,,0,8,-0.157980558,0.597542692,0.623478524,2.44E-07,2.686849151,0,9,0.069070593,4.100818876,-0.033430684,0.540755694,,0,10,0.021322096,1.229554889,-0.501175467,6.87E-08,2.819794616,0,11,-0.308138817,1.933151191,2.006442707,0,4.823376476,0,bad
10000_57346_619_oneline,7.16504,0,0,0.739389,0,0,1.55718,0,2.2933,0.355152,0,0.311196,0,0.625678027,1.113502854,1.113502854,0.251137324,,0,1,-0.057710219,0.608972908,0.303173297,0.026018804,2.346525112,0,2,-0.10520531,0.596662316,0.021782712,0.569068429,,0,3,0.025199002,8.000995864,0.293734196,0.053977834,2.852215657,0,4,0.015678449,0.790349534,-0.009552676,1.005930635,,0,5,-0.013465773,1.0356397,-0.580106973,0.081029262,1.96878463,0,6,0.141591226,0.74961042,0.219074103,0.356984504,2.279958021,0,7,-0.601648665,0.684884225,8.038437471,0.199492961,,0,8,0.204783974,2.234178233,0.627471055,0.005019195,3.841220505,0,9,0.024784554,0.441819136,0.547887498,0.181385194,2.910922803,0,10,0.032573967,1.737273653,1.679758579,0.003060548,4.287537289,0,11,0.630785419,1.113502854,0.945087815,0.069423395,2.570201421,0,bad
10000_57346_727_multiline,0.81346,1.34129,7.46832,6.93456,0,0.73039,0,0,0,0,0,1.01172,0,-0.407635073,0.567163492,0.701243722,0.619215456,,0,1,0.111935275,0.401096633,1.113105795,0.008848779,3.521998976,0,2,1.048625954,1.402293067,-0.191794439,0.090869598,2.32958228,0,3,1.610300396,0.526851641,0.627662311,1.65E-08,2.888599117,0,4,-0.863919845,0.475810677,3.941726014,0.0910669,8.873308144,0,5,0.193432089,2.508476542,0.674587194,1.95E-08,3.071169984,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.063132917,0.701243722,0.760825114,0.126580861,3.063162187,0,bad
10000_57346_728_oneline,6.61283,0,0.448545,0.225341,0,1.29341,0,0,0,0,0,1.02101,1,-0.367826404,0.659386538,3.692125642,0.10363768,8.14840911,0,2,0.054434396,0.400670298,1.158877895,0.005811206,3.991423101,0,3,-2.771162649,4.65250657,9.197283612,0.798940774,9.464074837,0,4,-0.57866937,2.428217208,0.967580361,0.048468931,3.745065911,0,5,-0.195804984,2.703865724,0.947490029,0.01944832,3.775088791,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.56245139,0.525307326,0.735922044,0.012352856,2.722893527,0,0,0.557320553,0.106789463,0.445807455,0.196553131,3.517591838,0,bad
10000_57346_739_oneline,6.24784,0,0.368567,0.864077,0.607258,0,0,0,0,0,0,0.919852,3,0.004975864,0.951403636,0.137515536,0.00173356,1.691079513,0,4,-0.120252969,0.956900232,0.993155745,0.00753279,2.452779221,0,5,-0.262768139,0.990301701,0.58828098,0.061267148,2.500505463,0,6,-0.182141484,0.389768909,2.972719614,0.145238659,,0,7,-0.015125492,0.248915003,5.340942666,0.098054147,9.481474564,0,8,0.027024492,3041.139824,-0.025594106,0.170877922,2.29328043,0,9,-0.277154669,0.486206821,18.59839969,0.121029349,,0,10,-0.001745404,0.664364746,1.2906993,0.035307413,4.062080006,0,11,1.657637824,0.23534445,1.306348836,0.163451382,3.104000924,0,0,1.227847252,1.641759887,1.641759887,0.581871868,,0,1,-0.033218391,1.124143986,0.444682412,0.016205997,2.060016148,0,2,-0.051655407,0.232463437,0.016695424,0.341386694,,0,bad
10000_57346_751_oneline,7.13522,0,0.960586,1.58238,0.906243,0,0,0.203453,0,0,0.0530668,0.293504,0,0.809038052,1.193977577,1.196213396,0.582190128,,0,1,-0.014660126,1.77664043,0.126648302,0.098010756,1.407503114,0,2,-0.074718372,0.961722869,0.381275365,6.35E-07,1.684163682,0,3,-0.66709752,1.147541234,5.855388115,0.385629559,9.486232807,0,4,-0.107186646,0.585376857,1.21593779,0.045007331,2.947757238,0,5,-0.0523577,5.486118899,0.099957546,0.022088886,1.71787827,0,6,-0.01488363,0.935505167,0.055126272,0.09434733,2.2588929,0,7,0.003572721,0.513054347,0.174797747,0.105102855,2.264328521,0,8,-0.102938257,0.322111079,0.708748319,3.83E-05,2.463826183,0,9,-0.062932583,0.712322328,-0.468130006,3.98E-08,2.394278837,0,10,-0.014060453,3078.012748,0.220135182,0.127612385,3.065690941,0,11,0.744344291,0.426975514,-2.331665112,0.567762387,5.537426473,0,bad
10000_57346_754_multiline,17.99,0,0,0,5.69004,0.906397,0,0.563547,0.0360626,0.440037,0,0.541586,1,-0.477177054,1.201646359,0.462239749,0.008871146,2.61892039,0,2,0.069478238,0.254243201,0.41368003,0.013632761,2.722319041,0,3,-0.100347485,0.144236563,0.990747322,0.006788477,2.728178029,0,4,0.032739315,0.687315079,0.021407911,0.346877653,,0,5,0.201571353,1.085258731,2.664557292,0.638098572,6.454816979,0,6,-0.002677168,1.528705092,1.877836789,0.004802963,4.503850001,0,7,-0.167749619,4.506672589,2.536931746,6.24E-11,6.040484903,0,8,-0.160320809,1.576768016,0.792861108,5.70E-07,2.996999858,0,9,0.64385733,1.747983351,1.552321683,0.02457234,4.197260936,0,10,0.204737329,1.670275585,1.097303338,0.030212366,4.337598999,0,11,0.656376767,1.35598032,0.376257511,0.028250718,2.430117438,0,0,3.000609884,0.831642674,0.831642674,0.373323078,,0,bad
10000_57346_754_oneline,6.26956,0.108397,2.48757,2.22646,0.933302,2.13725,0,0,0,0,0,1.05054,2,-0.079209443,0.545916643,0.006927313,0.256770165,,0,3,0.007236326,0.852343565,0.179821684,0.179029507,1.986394419,0,4,0.317749645,1.34967633,0.712228355,0.413826202,3.041926013,0,5,-0.188243217,0.810406007,2.133894704,0.210534883,5.091911064,0,6,0.000630349,1.344303725,-0.018794826,0.058290531,,0,7,-1.343105847,1.379939142,5.38071238,0.064693848,10.28433841,0,8,0.109199133,1.362992226,-0.043226608,0.148057117,,0,9,-1.966476495,7.029733809,-0.321740604,0.103371367,2.766445358,0,10,-5.228158352,7.419512407,4.143242589,0.070032834,8.441281176,0,11,3.054392203,0.947107038,0.135311063,0.00322524,1.522908933,0,0,0.942454894,0.631369731,1.025117953,0.360006923,1.538324371,0,1,-0.196289221,0.555896496,-0.040959737,0.337098709,,0,bad
10000_57346_756_multiline,5.48613,0,5.9107,0.181117,1.40529,1.7457,0,0.882348,0.0164099,0,1.16255,0.131274,0,0.296008613,1.233798678,1.496066888,0.701020739,,0,1,-0.131897494,0.16427338,1.139437124,0.571563085,2.823498835,0,2,0.235984251,0.790887231,5.503335478,0.41538508,9.312811026,0,3,0.12364044,1.15657945,0.127128942,0,1.464515625,0,4,0.054030252,0.698875783,0.511845445,0.191322334,2.067210457,0,5,0.08604366,0.596911031,0.524745203,0.13661535,2.311787997,0,6,-0.121099653,0.447601154,0.205908553,0.289705244,1.966640038,0,7,-0.090913727,0.343353584,1.677990929,0.091350468,4.056330785,0,8,-0.095181623,0.278896068,0.959639423,0.127533552,3.271993257,0,9,-0.272737951,3.186085221,-0.094689138,0.761186574,2.105237954,0,10,-0.040409012,0.64731817,0.770060617,0.076032237,2.710092482,0,11,-0.310377047,1.298691478,5.242574199,0.360732175,9.150495538,0,bad
10000_57346_756_oneline,8.00124,0,0,0,0,0,0,0,0,0,0,1.57139,1,-0.154877186,0.942774338,0.134232959,0.116469594,1.432111737,0,2,-0.138298721,0.989308792,0.465700829,0.359444618,2.467891898,0,3,-0.127699598,7.91340102,-0.301796638,0.053748034,2.482693963,0,4,0.03327135,0.769537017,-0.131939526,0.006851107,1.732474994,0,5,-0.030060819,0.443111287,0.118433821,0.050094653,1.748942306,0,6,-0.1893423,0.301606205,4.142728558,0.064548496,8.599829467,0,7,0.062057412,0.34436021,-0.003326409,0.924156871,,0,8,-1.33253636,1.414236606,13.8889611,0.472546138,,0,9,-0.38751128,0.343304636,5.738675158,0.059768421,10.19758156,0,10,0.133189517,1.958579906,0.052191424,0.40146268,,0,11,-0.019711726,1.053747133,6.545839711,0.425560247,10.68252682,0,0,-0.054098685,0.575202553,0.575202553,0.35207725,9.760939291,0,bad
10000_57346_783_oneline,6.44394,1.37796,0,0.959741,0.134181,0,0,0,0.591039,0,0,0.540522,0,0.36879484,0.6173347,0.620581916,0.297537038,7.940057474,0,1,0.077292211,0.785449692,0.476817616,0.078520422,2.086601082,0,2,-0.148076476,0.585074584,0.686631161,0.021975063,2.521043091,0,3,-0.231018615,0.364187258,4.754132125,0.086024157,8.573371336,0,4,-0.062311152,0.422667785,0.763014011,0.161663167,3.419069738,0,5,-0.121870732,0.977995976,0.002301097,0.647886878,,0,6,-0.145818379,2.625589467,0.979431262,0.000463077,3.088908962,0,7,0.163217552,5.469703242,0.067242487,0.489894789,,0,8,-0.224375593,2.018356828,0.916690447,0.327170995,4.513552782,0,9,-2.515412216,23.30953061,0.700220869,0.117391343,4.201421682,0,10,-15.44232829,26.92182268,2,0,4.787968368,0,11,0.23514849,0.612838367,5.525173967,0.147400991,9.589824261,0,bad
10000_57346_802_oneline,6.64322,0.046979,0,0.490448,0,0.526143,0,0,0,0,0,0.980012,0,0.217814899,0.330371063,0.581544345,0.242884552,,0,1,-0.05847726,0.303045926,0.874254591,0.095688177,3.569269365,0,2,-0.04578238,0.438884167,-0.459225775,5.12E-07,2.31785109,0,3,-0.036999765,1.059230362,0.862410862,0.789670774,4.251795966,0,4,-0.127581224,0.935380464,0.243163803,0.403378595,2.631223516,0,5,-0.086559976,2.250565282,1.966996716,0.020730126,5.136950812,0,6, , , , , ,1,7, , , , , ,1,8, , , , , ,1,9, , , , , ,1,10, , , , , ,1,11,0.252943869,0.515715324,2.27223203,0.093135477,5.372148025,0,bad
